web_scraper_order,web_scraper_start_url,category,name,price,image,url
"1784115898-8951","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xtreme 125R - 124.7 Cm3 | Cobalt Blue
XTREME125RCOBALTBLUE","NPR2,96,900","","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-cobalt-blue-3767"
"1784115898-8952","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xpulse 200 4V - 199.6 cc | Techno Blue Mettalic Black
XPULSE2004VTECHNOBLUEMETTALICBLACK","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-techno-blue-mettalic-black-3765"
"1784115898-8953","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xpulse 200 4V - 199.6 cc | Metallix Nexus Blue White
XPULSE2004VMETALLIXNEXUSBLUEWHITE","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-metallix-nexus-blue-white-3764"
"1784115898-8954","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xpulse 200 4V - 199.6 cc | Black Sports Red
XPULSE2004VBLACKSPORTSRED","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-black-sports-red-3763"
"1784115898-8955","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Super Splendor - 125 cc | Candy Blazing Red
SUPERSPLENDORCANDYBLAZINGRED","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-candy-blazing-red-3757"
"1784115898-8956","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Super Splendor - 125 cc | Black with Red
SUPERSPLENDORBLACKWITHRED","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-red-3756"
"1784115898-8957","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Super Splendor - 125 cc | Black with Grey
SUPERSPLENDORBLACKWITHGREY","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-grey-3755"
"1784115898-8958","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Splendor+ - 97.2 CC |  Candy Red
SPLENDOR+CANDYRED","NPR2,17,900","","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--candy-red-3754"
"1784115898-8959","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Splendor+ - 97.2 CC |  Black Grey
SPLENDOR+BLACKGREY","NPR2,17,900","","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--black-grey-3752"
"1784115898-8960","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xtreme 160R -  163.24 cm3 | Neon Shooting Star
XTREME160RNEONSHOOTINGSTAR","NPR3,98,900","https://www.cgdigital.com.np/api/images/products/gp3mb1_1735767054-Xtreme 160R (Neon Shooting Star).png","https://cgdigital.com.np/product-xtreme-160r----163-24-cm3-%7C-neon-shooting-star-3771"
"1784115898-8961","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xtreme 160R -  163.24 cm3 | Matte State Black
XTREME160RMATTESTATEBLACK","NPR3,98,900","https://www.cgdigital.com.np/api/images/products/MXTa2c_1735766963-Xtreme 160R (Matte State Black).png","https://cgdigital.com.np/product-xtreme-160r----163-24-cm3-%7C-matte-state-black-3770"
"1784115898-8962","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xtreme 125R - 124.7 Cm3 | Stallion Black
XTREME125RSTALLIONBLACK","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/KD3Q4b_1735765436-Xtreme 125R (Stallion Black).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-stallion-black-3769"
"1784115898-8963","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xtreme 125R - 124.7 Cm3 | Firestorm Red
XTREME125RFIRESTORMRED","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/5pErxb_1735765330-Xtreme 125R (Firestorm Red).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-firestorm-red-3768"
"1784115898-8964","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xtreme 125R - 124.7 Cm3 | Cobalt Blue
XTREME125RCOBALTBLUE","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/EiTD1R_1735764926-Xtreme 125R (Cobalt Blue).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-cobalt-blue-3767"
"1784115898-8965","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xpulse 200 4V - 199.6 cc | Techno Blue Mettalic Black
XPULSE2004VTECHNOBLUEMETTALICBLACK","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/G1G0AB_1735762635-Xpulse 200 4V (Techno Blue Mettalic Black).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-techno-blue-mettalic-black-3765"
"1784115898-8966","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xpulse 200 4V - 199.6 cc | Metallix Nexus Blue White
XPULSE2004VMETALLIXNEXUSBLUEWHITE","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/18vovN_1735762390-Xpulse 200 4V (Metallix Nexus Blue White).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-metallix-nexus-blue-white-3764"
"1784115898-8967","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Xpulse 200 4V - 199.6 cc | Black Sports Red
XPULSE2004VBLACKSPORTSRED","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/vfm5bQ_1735761962-Xpulse 200 4V (Black Sports Red).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-black-sports-red-3763"
"1784115898-8968","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Super Splendor - 125 cc | Candy Blazing Red
SUPERSPLENDORCANDYBLAZINGRED","NPR2,55,900","https://www.cgdigital.com.np/api/images/products/VhD0Wa_1735757399-Super Splendor (Candy Blazing Red).png","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-candy-blazing-red-3757"
"1784115898-8969","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Super Splendor - 125 cc | Black with Red
SUPERSPLENDORBLACKWITHRED","NPR2,55,900","https://www.cgdigital.com.np/api/images/products/KmWZqo_1735757076-Super Splendor (Black with Red).png","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-red-3756"
"1784115898-8970","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Super Splendor - 125 cc | Black with Grey
SUPERSPLENDORBLACKWITHGREY","NPR2,55,900","https://www.cgdigital.com.np/api/images/products/ySzya6_1735756247-Super Splendor (Black with Grey).png","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-grey-3755"
"1784115898-8971","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Splendor+ - 97.2 CC |  Candy Red
SPLENDOR+CANDYRED","NPR2,17,900","https://www.cgdigital.com.np/api/images/products/Qrazhd_1735754661-Splendor+ (Candy Red).png","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--candy-red-3754"
"1784115898-8972","https://cgdigital.com.np/","https://cgdigital.com.np/type-bikes-136","Hero Splendor+ - 97.2 CC |  Black Grey
SPLENDOR+BLACKGREY","NPR2,17,900","https://www.cgdigital.com.np/api/images/products/D8PzSp_1735561167-splendorplus-darkgrey.jpg","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--black-grey-3752"
"1784115904-8973","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V Pro - 200 cc | Techno Blue Mettalic Black
XPULSE 200 4V OBD II - TECHNO BLUE METTALIC BLACK","NPR4,95,900","https://www.cgdigital.com.np/api/images/products/MzNi3P_1756804468-Xpulse 200 4V OBD II - Techno Blue Mettalic Black.png","https://cgdigital.com.np/product-xpulse-200-4v-pro---200-cc-%7C-techno-blue-mettalic-black-4181"
"1784115904-8974","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V Pro - 200 cc | Metallix Nexus Blue White
XPULSE 200 4V OBD II - METALLIX NEXUS BLUE WHITE","NPR4,95,900","https://www.cgdigital.com.np/api/images/products/jirCdM_1756804190-Xpulse 200 4V OBD II - Metallix Nexus Blue White.png","https://cgdigital.com.np/product-xpulse-200-4v-pro---200-cc-%7C-metallix-nexus-blue-white-4179"
"1784115904-8975","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V Pro - 200 cc | Black Sports Red
XPULSE 200 4V OBD II - BLACK SPORTS RED","NPR4,95,900","https://www.cgdigital.com.np/api/images/products/LdttRo_1756804074-Xpulse 200 4V OBD II - Black Sports Red.png","https://cgdigital.com.np/product-xpulse-200-4v-pro---200-cc-%7C-black-sports-red-4178"
"1784115904-8976","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 125 CC | Firestorm Red
XTREME 125 R ABS OBD II - FIRESTORM RED","NPR3,22,900","https://www.cgdigital.com.np/api/images/products/i7ggPY_1756803632-Xtreme 125 R ABS OBD II - Firestorm Red.png","https://cgdigital.com.np/product-xtreme-125r---125-cc-%7C-firestorm-red-4177"
"1784115904-8977","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 125 CC | Cobalt Blue
XTREME 125 R ABS OBD II - COBALT BLUE","NPR3,22,900","https://www.cgdigital.com.np/api/images/products/hglxat_1756803538-Xtreme 125 R ABS OBD II - Cobalt Blue.png","https://cgdigital.com.np/product-xtreme-125r---125-cc-%7C-cobalt-blue-4176"
"1784115904-8978","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 125 CC | Stallion Black
XTREME 125 R ABS OBD II - STALLION BLACK","NPR3,22,900","https://www.cgdigital.com.np/api/images/products/UCAvxI_1756803320-Xtreme 125 R ABS OBD II - Stallion Black.png","https://cgdigital.com.np/product-xtreme-125r---125-cc-%7C-stallion-black-4175"
"1784115904-8979","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Splendor+ - 100 CC | Candy Red
SPLENDOR + BSVI - RED","NPR2,36,900","https://www.cgdigital.com.np/api/images/products/t7KVAh_1756802356-Splendor + BSVI - Red.png","https://cgdigital.com.np/product-splendor----100-cc-%7C-candy-red-4171"
"1784115904-8980","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Splendor+ - 100 CC | Black Grey
SPLENDOR + BSVI - BLACK","NPR2,36,900","https://www.cgdigital.com.np/api/images/products/WEhntx_1756802261-Splendor + BSVI - Black.jpg","https://cgdigital.com.np/product-splendor----100-cc-%7C-black-grey-4170"
"1784115904-8981","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 160R -  163.24 cm3 | Neon Shooting Star
XTREME160RNEONSHOOTINGSTAR","NPR3,98,900","","https://cgdigital.com.np/product-xtreme-160r----163-24-cm3-%7C-neon-shooting-star-3771"
"1784115904-8982","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 160R -  163.24 cm3 | Matte State Black
XTREME160RMATTESTATEBLACK","NPR3,98,900","","https://cgdigital.com.np/product-xtreme-160r----163-24-cm3-%7C-matte-state-black-3770"
"1784115904-8983","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Stallion Black
XTREME125RSTALLIONBLACK","NPR2,96,900","","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-stallion-black-3769"
"1784115904-8984","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Firestorm Red
XTREME125RFIRESTORMRED","NPR2,96,900","","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-firestorm-red-3768"
"1784115904-8985","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Cobalt Blue
XTREME125RCOBALTBLUE","NPR2,96,900","","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-cobalt-blue-3767"
"1784115904-8986","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Techno Blue Mettalic Black
XPULSE2004VTECHNOBLUEMETTALICBLACK","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-techno-blue-mettalic-black-3765"
"1784115904-8987","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Metallix Nexus Blue White
XPULSE2004VMETALLIXNEXUSBLUEWHITE","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-metallix-nexus-blue-white-3764"
"1784115904-8988","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Black Sports Red
XPULSE2004VBLACKSPORTSRED","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-black-sports-red-3763"
"1784115904-8989","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Sports Red
XOOM110SPORTSRED","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-sports-red-3762"
"1784115904-8990","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Polestar Blue
XOOM110POLESTARBLUE","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-polestar-blue-3761"
"1784115904-8991","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Pearl Silver White
XOOM110PEARLSILVERWHITE","NPR2,54,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-pearl-silver-white-3760"
"1784115904-8992","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Matt Abrax Orange
XOOM110MATTABRAXORANGE","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-matt-abrax-orange-3759"
"1784115904-8993","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Black
XOOM110BLACK","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-black-3758"
"1784115904-8994","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Candy Blazing Red
SUPERSPLENDORCANDYBLAZINGRED","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-candy-blazing-red-3757"
"1784115904-8995","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Black with Red
SUPERSPLENDORBLACKWITHRED","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-red-3756"
"1784115904-8996","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Black with Grey
SUPERSPLENDORBLACKWITHGREY","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-grey-3755"
"1784115904-8997","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Splendor+ - 97.2 CC |  Candy Red
SPLENDOR+CANDYRED","NPR2,17,900","","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--candy-red-3754"
"1784115904-8998","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Splendor+ - 97.2 CC |  Black Grey
SPLENDOR+BLACKGREY","NPR2,17,900","","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--black-grey-3752"
"1784115904-8999","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Cobalt Blue
XTREME125RCOBALTBLUE","NPR2,96,900","","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-cobalt-blue-3767"
"1784115904-9000","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Techno Blue Mettalic Black
XPULSE2004VTECHNOBLUEMETTALICBLACK","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-techno-blue-mettalic-black-3765"
"1784115904-9001","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Metallix Nexus Blue White
XPULSE2004VMETALLIXNEXUSBLUEWHITE","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-metallix-nexus-blue-white-3764"
"1784115904-9002","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Black Sports Red
XPULSE2004VBLACKSPORTSRED","NPR4,76,900","","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-black-sports-red-3763"
"1784115904-9003","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Sports Red
XOOM110SPORTSRED","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-sports-red-3762"
"1784115904-9004","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Polestar Blue
XOOM110POLESTARBLUE","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-polestar-blue-3761"
"1784115904-9005","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Pearl Silver White
XOOM110PEARLSILVERWHITE","NPR2,54,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-pearl-silver-white-3760"
"1784115904-9006","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Matt Abrax Orange
XOOM110MATTABRAXORANGE","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-matt-abrax-orange-3759"
"1784115904-9007","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Black
XOOM110BLACK","NPR2,64,900","","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-black-3758"
"1784115904-9008","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Candy Blazing Red
SUPERSPLENDORCANDYBLAZINGRED","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-candy-blazing-red-3757"
"1784115904-9009","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Black with Red
SUPERSPLENDORBLACKWITHRED","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-red-3756"
"1784115904-9010","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Black with Grey
SUPERSPLENDORBLACKWITHGREY","NPR2,55,900","","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-grey-3755"
"1784115904-9011","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 160R -  163.24 cm3 | Neon Shooting Star
XTREME160RNEONSHOOTINGSTAR","NPR3,98,900","https://www.cgdigital.com.np/api/images/products/gp3mb1_1735767054-Xtreme 160R (Neon Shooting Star).png","https://cgdigital.com.np/product-xtreme-160r----163-24-cm3-%7C-neon-shooting-star-3771"
"1784115904-9012","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 160R -  163.24 cm3 | Matte State Black
XTREME160RMATTESTATEBLACK","NPR3,98,900","https://www.cgdigital.com.np/api/images/products/MXTa2c_1735766963-Xtreme 160R (Matte State Black).png","https://cgdigital.com.np/product-xtreme-160r----163-24-cm3-%7C-matte-state-black-3770"
"1784115904-9013","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Stallion Black
XTREME125RSTALLIONBLACK","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/KD3Q4b_1735765436-Xtreme 125R (Stallion Black).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-stallion-black-3769"
"1784115904-9014","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Firestorm Red
XTREME125RFIRESTORMRED","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/5pErxb_1735765330-Xtreme 125R (Firestorm Red).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-firestorm-red-3768"
"1784115904-9015","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Cobalt Blue
XTREME125RCOBALTBLUE","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/EiTD1R_1735764926-Xtreme 125R (Cobalt Blue).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-cobalt-blue-3767"
"1784115904-9016","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Techno Blue Mettalic Black
XPULSE2004VTECHNOBLUEMETTALICBLACK","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/G1G0AB_1735762635-Xpulse 200 4V (Techno Blue Mettalic Black).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-techno-blue-mettalic-black-3765"
"1784115904-9017","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Metallix Nexus Blue White
XPULSE2004VMETALLIXNEXUSBLUEWHITE","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/18vovN_1735762390-Xpulse 200 4V (Metallix Nexus Blue White).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-metallix-nexus-blue-white-3764"
"1784115904-9018","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Black Sports Red
XPULSE2004VBLACKSPORTSRED","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/vfm5bQ_1735761962-Xpulse 200 4V (Black Sports Red).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-black-sports-red-3763"
"1784115904-9019","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Sports Red
XOOM110SPORTSRED","NPR2,64,900","https://www.cgdigital.com.np/api/images/products/pgJ7Nm_1735760030-Xoom 110 (Sports Red).png","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-sports-red-3762"
"1784115904-9020","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Polestar Blue
XOOM110POLESTARBLUE","NPR2,64,900","https://www.cgdigital.com.np/api/images/products/05FIaM_1735759900-Xoom 110 (Polestar Blue).png","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-polestar-blue-3761"
"1784115904-9021","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Pearl Silver White
XOOM110PEARLSILVERWHITE","NPR2,54,900","https://www.cgdigital.com.np/api/images/products/rTbPER_1735759647-Xoom 110 (Pearl Silver White).png","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-pearl-silver-white-3760"
"1784115904-9022","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Matt Abrax Orange
XOOM110MATTABRAXORANGE","NPR2,64,900","https://www.cgdigital.com.np/api/images/products/u65EAT_1735759403-Xoom 110 (Matt Abrax Orange).png","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-matt-abrax-orange-3759"
"1784115904-9023","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero XOOM 110 - 110.9 cc | Black
XOOM110BLACK","NPR2,64,900","https://www.cgdigital.com.np/api/images/products/4T0agT_1735758534-Xoom 110 (Black).png","https://cgdigital.com.np/product-xoom-110---110-9-cc-%7C-black-3758"
"1784115904-9024","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Candy Blazing Red
SUPERSPLENDORCANDYBLAZINGRED","NPR2,55,900","https://www.cgdigital.com.np/api/images/products/VhD0Wa_1735757399-Super Splendor (Candy Blazing Red).png","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-candy-blazing-red-3757"
"1784115904-9025","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Black with Red
SUPERSPLENDORBLACKWITHRED","NPR2,55,900","https://www.cgdigital.com.np/api/images/products/KmWZqo_1735757076-Super Splendor (Black with Red).png","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-red-3756"
"1784115904-9026","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Super Splendor - 125 cc | Black with Grey
SUPERSPLENDORBLACKWITHGREY","NPR2,55,900","https://www.cgdigital.com.np/api/images/products/ySzya6_1735756247-Super Splendor (Black with Grey).png","https://cgdigital.com.np/product-super-splendor---125-cc-%7C-black-with-grey-3755"
"1784115904-9027","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Splendor+ - 97.2 CC |  Candy Red
SPLENDOR+CANDYRED","NPR2,17,900","https://www.cgdigital.com.np/api/images/products/Qrazhd_1735754661-Splendor+ (Candy Red).png","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--candy-red-3754"
"1784115904-9028","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Splendor+ - 97.2 CC |  Black Grey
SPLENDOR+BLACKGREY","NPR2,17,900","https://www.cgdigital.com.np/api/images/products/D8PzSp_1735561167-splendorplus-darkgrey.jpg","https://cgdigital.com.np/product-splendor----97-2-cc-%7C--black-grey-3752"
"1784115904-9029","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xtreme 125R - 124.7 Cm3 | Cobalt Blue
XTREME125RCOBALTBLUE","NPR2,96,900","https://www.cgdigital.com.np/api/images/products/EiTD1R_1735764926-Xtreme 125R (Cobalt Blue).png","https://cgdigital.com.np/product-xtreme-125r---124-7-cm3-%7C-cobalt-blue-3767"
"1784115904-9030","https://cgdigital.com.np/","https://cgdigital.com.np/sub-2-wheelers-97","Hero Xpulse 200 4V - 199.6 cc | Techno Blue Mettalic Black
XPULSE2004VTECHNOBLUEMETTALICBLACK","NPR4,76,900","https://www.cgdigital.com.np/api/images/products/G1G0AB_1735762635-Xpulse 200 4V (Techno Blue Mettalic Black).png","https://cgdigital.com.np/product-xpulse-200-4v---199-6-cc-%7C-techno-blue-mettalic-black-3765"
